age,weight,height,income_lpa,smoker,city,occupation,insurance_premium_category
40,60.1,1.78,44.75956211991806,False,Chandlerfurt,government_job,High
36,51.3,1.78,13.041233438650645,False,Allenfort,freelancer,Medium
75,69.0,1.59,49.766449432887526,True,Kristichester,unemployed,Low
73,57.7,1.54,0.8346626641477515,True,Lake Kenneth,government_job,Low
71,58.4,1.75,21.578616147768344,False,New Sarahburgh,student,High
68,111.6,1.61,0.7479231424547266,True,Lopezfurt,retired,Low
20,52.7,1.78,31.13920403395275,True,New Davidburgh,private_job,High
43,69.7,1.55,49.84551938208752,True,Port Elizabethport,private_job,High
32,112.8,1.59,2.8088318617365404,False,Lake Janicestad,student,Low
69,102.1,1.88,35.329498133367046,True,West Marcus,unemployed,Medium
32,66.0,1.62,6.232578039287238,False,Scottside,government_job,High
61,111.6,1.56,16.164376052589116,True,New Matthewtown,retired,Medium
48,71.9,1.55,17.741287990906017,False,East Bethton,student,Low
36,96.8,1.85,45.75158039609639,True,Mcconnellbury,private_job,Low
42,51.6,1.67,31.369802742135168,True,North Eric,unemployed,Medium
64,114.4,1.87,2.272927434502509,True,North Katherineton,retired,High
67,54.7,1.71,5.831810786224833,False,East Melanie,student,High
71,104.5,1.54,5.434528850612948,True,North Deborahview,retired,High
70,61.3,1.58,35.7168191609451,True,Sandratown,government_job,Medium
65,69.8,1.82,28.28498059355705,True,East Valeriestad,business_owner,High
28,58.2,1.74,14.916674476002996,False,Alyssafort,government_job,Medium
74,113.8,1.8,6.563859967305311,True,Lake Sherriland,retired,High
65,116.3,1.66,31.16707236957356,True,South Pamelaville,government_job,Low
28,69.9,1.82,10.771693444460093,True,North Robert,student,Medium
49,59.1,1.71,20.64780019965917,True,Erikmouth,retired,Low
21,64.0,1.76,34.78408360576829,False,Markshire,unemployed,Low
23,115.1,1.64,0.5729795807327476,True,Evantown,freelancer,Low
38,109.2,1.72,27.176499767858008,True,Hoffmanstad,student,Low
26,95.8,1.83,13.264216889456891,True,Sullivanshire,government_job,Medium
51,83.6,1.6,48.00236371729002,True,North Robert,private_job,Medium
72,86.3,1.88,49.4034184398436,True,New Jasonview,private_job,Medium
66,94.2,1.85,2.284491652370804,True,Susanfort,student,Medium
33,96.4,1.79,1.12073355894741,False,North Shawn,retired,Low
46,55.3,1.86,6.976919577119401,True,Anthonyberg,unemployed,Low
23,75.6,1.64,14.66605876288894,False,Lake Joshuashire,unemployed,High
31,106.2,1.7,9.050010515448015,False,West Rhonda,retired,Medium
21,63.1,1.7,28.31249501831857,True,East Kristin,business_owner,Medium
68,100.8,1.74,8.09520652213218,False,South Rebeccaland,government_job,Low
32,110.6,1.81,12.80194591203518,False,West Dominiqueland,government_job,Low
66,72.0,1.66,17.37905169060965,False,Olsonport,retired,Low
37,119.8,1.86,19.345174402308047,False,Powellmouth,unemployed,High
66,63.0,1.67,8.639949338550611,False,Madelineside,freelancer,Medium
63,60.4,1.78,0.8098975354790899,False,North Gabrielle,retired,Low
63,67.2,1.66,0.6521542083372782,False,West Jeffreyhaven,retired,Medium
69,62.5,1.87,9.70498067881032,True,Annetteland,unemployed,Medium
41,79.6,1.55,21.0580058226271,True,New Ericmouth,private_job,Low
28,116.1,1.58,0.8367726296079225,True,Fitzgeraldfort,retired,High
38,53.2,1.82,13.72600426822461,False,Michaelland,student,Medium
61,108.6,1.58,42.91544889920583,True,Andreamouth,unemployed,High
71,110.5,1.76,0.8739074127141825,True,Smithburgh,retired,Medium
36,51.8,1.66,20.8987234120188,False,Anthonyport,government_job,Low
44,93.3,1.86,29.60635639839244,False,Michelleshire,government_job,High
52,107.5,1.76,26.30468754566101,True,Princefort,retired,Medium
66,69.8,1.89,4.59402196648081,False,Riveraland,retired,Medium
50,55.7,1.68,17.780229599528703,False,Traciland,freelancer,Low
41,81.1,1.88,12.638054894044473,False,New Jacobmouth,unemployed,Low
75,115.4,1.8,4.219230825968845,False,Hornmouth,retired,High
50,56.1,1.53,15.658527565964274,False,Johnstonland,retired,Low
49,116.4,1.66,6.313896086128111,False,Brandonburgh,retired,Medium
24,67.6,1.68,5.357111793080516,False,Westhaven,government_job,Medium
57,53.2,1.63,15.350656336073406,False,West Katherine,unemployed,Medium
66,55.0,1.83,7.168553628791496,True,Gibsonbury,retired,Medium
75,115.1,1.87,2.611099347383345,True,Lake Lisa,freelancer,High
21,51.7,1.68,14.652896063239616,True,East Danielbury,business_owner,Medium
45,51.2,1.7,38.28039060702583,False,Millerborough,unemployed,Medium
25,106.6,1.66,29.580787948339573,False,North Ana,freelancer,High
66,108.9,1.55,30.232429622981787,True,Kempland,student,High
73,100.0,1.59,7.574566043467088,False,Amberbury,retired,High
46,92.4,1.89,39.96241011682665,True,Port Paul,retired,Low
35,53.2,1.58,49.165295765933465,True,West Jenniferfort,private_job,Medium
68,100.8,1.69,2.483006871602948,True,Salinastown,retired,Low
38,95.3,1.74,37.10441616215066,False,North Douglasville,private_job,Low
37,115.9,1.54,45.21710492209742,True,Port Andrewview,business_owner,High
38,107.4,1.82,5.117179943032035,False,Riceborough,retired,High
29,68.8,1.79,47.50360766609062,True,New Ryan,private_job,Low
31,84.8,1.79,47.21398807513575,True,Smithmouth,private_job,Medium
38,87.1,1.9,29.52002575577738,False,Lake Michael,government_job,Low
30,88.3,1.9,12.956556738691203,False,Hernandezfort,unemployed,High
55,100.1,1.86,3.846319641334466,False,Kevinfort,freelancer,Medium
42,112.6,1.85,24.655253422468768,False,West Susanview,student,High
55,80.8,1.6,38.424696398261126,True,New Matthew,retired,High
47,77.9,1.88,31.291274317909146,False,North John,business_owner,High
30,77.5,1.76,20.87658774117629,False,Andrewfurt,unemployed,Medium
68,55.8,1.82,41.79098136638136,False,Jameschester,private_job,Medium
40,68.2,1.76,4.793192714542984,False,Lake Gregoryside,student,High
49,72.0,1.53,1.8198503135021005,True,New Williamburgh,retired,Low
66,54.6,1.74,26.40402070603663,False,South Kimberlyville,government_job,Medium
26,110.6,1.66,2.3999387579237696,True,North Maryburgh,government_job,Low
36,101.0,1.86,18.35939903551017,False,East Jay,government_job,Low
48,67.5,1.67,38.137887002150926,False,South Donaldmouth,government_job,Low
73,93.1,1.6,30.03192299075144,True,New Erika,retired,High
23,56.6,1.54,39.22138394940297,True,Fieldsbury,private_job,Medium
23,119.8,1.63,9.051296845283236,False,East Patrickmouth,retired,Low
53,81.3,1.74,5.344309738529883,False,Port Joshuaburgh,freelancer,Medium
65,117.2,1.66,0.7666319734693858,False,North Andrew,retired,Low
24,81.6,1.57,47.51632983217013,True,North Daniel,unemployed,Medium
19,66.1,1.73,7.746938249564,False,East Sara,business_owner,High
51,112.3,1.89,36.167576151799466,True,South Alyssa,freelancer,Low
25,119.6,1.63,16.609140902622606,False,Joelfurt,unemployed,High
51,81.6,1.74,2.6367099852424865,True,East Patriciaborough,freelancer,High
71,64.7,1.55,3.5630559711953187,True,North Richard,retired,Low
28,96.1,1.63,4.928024159811496,True,Rebeccaview,student,High
57,51.5,1.77,39.03446144589217,True,Mathewstad,private_job,Medium
55,111.7,1.74,39.22142861267658,False,New Patriciaside,business_owner,High
36,111.1,1.64,1.9197448664184824,False,North Scotttown,retired,High
20,93.2,1.8,44.8060639333162,False,South Frank,unemployed,Medium
71,104.9,1.71,0.6323388467284874,False,East Angela,retired,High
46,113.1,1.8,40.25395806684145,False,Christophershire,private_job,High
32,57.1,1.7,10.692202136899947,True,Harrisstad,government_job,Low
26,109.4,1.8,10.952723062184504,True,Martinshire,student,Low
59,118.4,1.85,14.215246582705683,True,Anthonyville,freelancer,High
67,58.3,1.54,3.821179938341655,True,Mathewton,business_owner,Medium
61,68.8,1.64,46.12345563587333,True,Vasquezborough,student,High
75,52.4,1.67,6.458396434837031,False,Clarkborough,unemployed,High
53,89.4,1.62,17.960373308356573,False,Lake Josephview,unemployed,High
36,75.1,1.9,48.51200195462296,True,Lake Angelica,private_job,Medium
37,54.8,1.72,2.360297654007132,True,Port Angelamouth,unemployed,Medium
45,58.7,1.56,1.4934369871306858,True,Mallorytown,student,Medium
31,88.0,1.53,7.7053663467681055,True,Wadeside,retired,High
65,117.4,1.59,30.99899771161649,True,Palmerview,unemployed,High
37,77.1,1.83,38.46582662889325,False,New Kristina,private_job,Low
70,67.4,1.61,6.947545414424435,True,Wheelerborough,government_job,Medium
39,56.1,1.82,24.45644616707453,True,Port Samuel,government_job,High
62,77.2,1.85,29.35597318430544,False,Stevensville,unemployed,Medium
68,96.3,1.55,4.77922174969876,False,Smithmouth,retired,High
43,69.0,1.72,24.55626789182388,True,East Matthewmouth,student,High
50,84.3,1.83,14.877263864861934,False,South Colleenport,student,Medium
25,71.7,1.64,2.6242631827996448,False,Lake Kenneth,student,Medium
65,70.3,1.77,15.3791020788744,True,Prestonberg,government_job,Low
37,59.8,1.55,9.725858207111962,False,Howardton,business_owner,High
26,68.2,1.88,5.147072490213126,True,Garciafort,private_job,Low
66,99.4,1.76,6.0854004243702216,False,New Erikshire,unemployed,High
71,116.9,1.7,30.89457877065196,True,Fosterfurt,government_job,Low
39,62.1,1.81,42.11549013109735,False,South Kennethview,unemployed,Medium
50,71.0,1.67,4.663940415401688,True,Harrisfort,government_job,High
43,62.3,1.89,3.6424270341883753,False,Lake Kathy,student,Low
74,87.7,1.87,0.8966549331574261,False,Williamsburgh,freelancer,High
72,52.2,1.77,9.338875740207827,True,Dyerhaven,freelancer,High
72,109.5,1.66,35.14548914471216,False,Jimfurt,retired,High
43,106.4,1.58,0.5869132838084329,True,Port Mikeport,student,High
20,57.6,1.69,2.879627418823079,True,East Charlesberg,unemployed,High
44,103.4,1.59,36.36807989818421,True,Alanfort,unemployed,Low
33,78.3,1.72,48.52132095828484,True,Amyton,government_job,Medium
30,53.3,1.56,2.4029487091136703,True,Riveraburgh,unemployed,High
37,67.1,1.83,10.292542532467117,False,North Ryanland,private_job,Medium
24,84.0,1.82,1.681907992645546,False,East Jonathan,student,Medium
34,83.8,1.53,45.07758621669185,True,Melissafurt,unemployed,Medium
74,63.6,1.77,32.04444245448851,False,Meganton,unemployed,High
56,62.9,1.77,29.50943241065382,False,North Nicole,unemployed,Medium
35,66.5,1.65,0.5806590658259669,False,South Melaniefurt,student,Low
61,112.0,1.8,0.8668452126043147,False,Hollytown,retired,High
74,116.8,1.89,31.96132333157611,False,Port Devon,business_owner,High
27,66.9,1.7,28.94358273739642,True,Port Erinberg,government_job,High
75,60.9,1.68,1.34723561518331,True,Danieltown,retired,Low
46,114.3,1.76,0.6518014928809731,False,Thomasview,freelancer,Medium
42,85.3,1.78,0.5862790859188923,True,Port Rebeccamouth,freelancer,Medium
27,119.7,1.89,36.15732242179493,False,New Heather,freelancer,High
44,77.8,1.74,22.08736030512037,True,Englishshire,private_job,Medium
48,53.8,1.69,9.49597700701527,False,Port William,private_job,High
49,60.3,1.79,7.947405636100585,False,Brownview,student,Medium
26,101.8,1.84,23.2104032446022,False,Lake Rodney,retired,High
35,111.7,1.83,4.604776087573178,False,Brettborough,business_owner,High
31,108.8,1.6,24.31265533245441,False,North James,freelancer,High
74,80.9,1.57,13.891020937115652,False,West Bruce,business_owner,Low
52,92.7,1.67,2.3907688649424124,True,Lake Angelastad,freelancer,Medium
50,54.8,1.74,1.1324835683889871,False,North George,retired,Medium
43,64.1,1.61,24.84187670174793,True,Lake Cheyennemouth,business_owner,High
25,69.2,1.89,8.901999218701132,False,Port Donnahaven,private_job,Medium
72,119.4,1.85,12.728797711798322,True,Sullivanshire,freelancer,High
36,98.3,1.61,35.210701249859056,True,South Sherryside,government_job,Medium
46,81.1,1.79,0.6341203667793478,True,North Bradleyberg,retired,Medium
58,115.5,1.56,29.979797792570785,False,North Christopherton,unemployed,High
29,78.5,1.78,22.16212858489387,True,Randychester,government_job,High
69,54.6,1.74,45.46264103390338,False,East Nicholasside,business_owner,Low
20,69.0,1.75,13.990758795530478,True,South Melanieshire,unemployed,Low
51,82.9,1.59,3.086536874856354,False,West Corey,student,High
47,75.9,1.69,15.458577483269329,False,East Nicholas,student,High
66,119.3,1.75,5.609106631530576,False,Nicoleshire,retired,Low
20,115.6,1.65,23.19758695662285,False,North Michaelberg,freelancer,Low
58,53.6,1.55,27.188778542713266,False,Colemanview,business_owner,High
53,101.1,1.64,36.56785178140018,True,Vasquezville,unemployed,High
25,114.7,1.53,41.9972738396126,False,Monicamouth,business_owner,Medium
46,102.4,1.65,42.89926472603248,False,Jonesmouth,student,Medium
72,106.8,1.77,0.8235924004410834,True,South Nicole,retired,High
49,63.0,1.75,10.101363469144594,False,Kyleland,retired,Medium
22,65.2,1.85,4.398503010086884,False,Cherryhaven,student,Medium
26,57.8,1.58,35.46063093012833,True,Gomezburgh,student,Low
59,111.5,1.75,11.969750277833604,False,East Nathanielside,business_owner,Medium
69,86.3,1.87,0.638983479505088,True,Tinaland,retired,Medium
32,103.6,1.8,34.84653731009476,True,Frenchmouth,unemployed,Medium
72,72.6,1.82,0.6243780232564424,False,South Bryce,retired,High
75,54.8,1.6,27.577160380711465,True,Port Jontown,business_owner,Medium
30,83.0,1.89,11.595601457703072,False,Loweryshire,business_owner,Medium
38,83.1,1.61,36.33320811700494,True,Joanbury,government_job,High
31,64.2,1.76,22.356044065428712,True,East Jason,unemployed,Low
24,54.0,1.71,3.7320849992957688,False,Joshuaville,student,Medium
47,74.0,1.78,18.008034405754398,False,West Geraldshire,government_job,Low
20,53.5,1.79,10.215519170357656,False,Graceport,retired,Medium
49,74.1,1.53,7.44943673449794,True,Dudleyhaven,retired,High
71,113.1,1.57,0.6356692679202071,False,North Katie,retired,High
32,87.5,1.69,30.177424888796427,True,Browningport,retired,Low
45,78.8,1.6,3.135509292675996,True,West Benjaminchester,student,High
59,53.5,1.81,21.514106354674468,True,Haleshire,student,High
27,73.1,1.7,41.573747938900354,False,Michelleville,private_job,Low
62,110.7,1.8,1.759724413521487,False,Matthewstad,retired,High
33,51.2,1.64,34.803034775844296,False,Donovanhaven,unemployed,Medium
58,95.2,1.54,6.4612222998570354,False,West Codyport,freelancer,High
44,52.2,1.75,16.78697328686681,True,Snydermouth,government_job,Medium
41,111.7,1.69,11.427328251939787,False,New Cameronville,student,High
19,81.1,1.8,28.92951486405922,False,Nathanielland,unemployed,Medium
21,54.7,1.66,49.68180401996937,True,Torresmouth,private_job,Medium
51,83.5,1.89,17.947220775326794,True,North Shane,government_job,High
62,62.9,1.75,19.82401339363418,False,Dawnmouth,retired,Low
62,74.2,1.75,40.67252293255239,False,Kelleystad,unemployed,Medium
32,103.1,1.81,2.1838334801496764,False,Richardhaven,student,Low
29,73.3,1.63,0.918794705854278,True,Lake Matthewburgh,freelancer,Low
41,117.4,1.62,13.70381375669854,True,New Julieburgh,government_job,Medium
64,59.8,1.85,4.162928085113702,False,North Elizabethborough,freelancer,Low
21,111.3,1.57,34.2224232870546,False,Lake Carolyn,unemployed,High
53,85.0,1.75,8.492846607480239,True,Lake Tony,private_job,Low
52,83.9,1.67,42.73468185434472,True,South Karen,unemployed,Medium
33,91.6,1.58,15.504495038284356,True,West Kylechester,business_owner,Medium
51,90.9,1.6,45.29532681566011,False,Williamsborough,unemployed,High
54,111.6,1.83,34.71266830482969,False,Lake Jacob,business_owner,High
22,100.8,1.72,2.2773634072133566,False,Lake Andrealand,freelancer,High
23,99.8,1.55,46.29626400476245,False,South William,unemployed,Medium
51,103.9,1.65,0.9841245837668104,True,North Heather,freelancer,High
36,93.9,1.56,4.604376229216167,True,South Dana,business_owner,Low
36,77.7,1.67,1.6437813236198169,True,New Jeffrey,freelancer,Medium
66,53.7,1.59,14.143224051213,False,West Patriciaside,student,Low
36,79.4,1.55,2.1473438300533987,False,Benitezton,freelancer,High
25,67.3,1.63,28.735450981347963,False,Haneyberg,private_job,High
72,58.2,1.73,42.406552094889285,True,Robinport,unemployed,Medium
22,103.3,1.84,24.06672975806397,False,Clarkstad,business_owner,High
53,108.8,1.79,33.90167466179261,True,Michaelborough,government_job,Low
74,66.1,1.7,0.8956376868936065,True,West Christianfort,retired,Low
72,97.8,1.77,20.8718056407463,True,Ianbury,retired,Low
65,64.8,1.9,2.458184669658775,False,Port Monica,retired,Medium
71,86.0,1.72,2.052082321364621,False,South Pamela,freelancer,High
32,86.8,1.9,37.05987262198246,False,Andreaside,private_job,High
61,79.1,1.87,1.0200624771243738,False,North Matthew,retired,Low
60,70.8,1.9,49.89839556782983,True,Jerrytown,private_job,High
29,84.2,1.53,1.821767822358569,False,Robertview,retired,Medium
25,55.4,1.64,15.092937523297838,False,Jamesberg,freelancer,Medium
73,75.3,1.7,10.811588610604788,False,Albertton,student,Low
65,73.1,1.55,12.624330544496924,True,Amandaland,retired,Medium
21,59.9,1.9,45.90809756587021,False,Judyfort,private_job,Medium
59,56.3,1.53,3.030523270551688,False,New Jimfort,retired,High
66,60.5,1.6,2.677229963109196,False,Millerborough,student,Medium
35,91.5,1.75,33.19667909356871,False,North Rebecca,private_job,High
38,66.9,1.9,31.269335210938447,False,Bonnieton,government_job,Low
29,67.3,1.6,22.453861895921868,True,Mirandaside,freelancer,High
72,52.0,1.58,4.82845986612252,False,New Kennethfort,retired,High
72,112.7,1.82,18.84214156626836,True,Frankchester,freelancer,High
29,85.2,1.73,7.234746030002684,False,New Stephanie,student,Low
70,97.6,1.88,20.80210813046249,False,Carlosberg,retired,Low
67,76.1,1.89,11.606258323532725,False,New Natalie,retired,Medium
75,116.5,1.74,0.6633326919376519,False,Clintonbury,retired,High
20,90.5,1.6,6.5700465117205,True,Barkermouth,student,Medium
70,60.9,1.76,34.251104593390195,False,New Marymouth,retired,High
74,65.5,1.63,5.746590834296378,True,Raymondside,retired,High
64,107.6,1.69,25.506757912439504,True,Gomezton,private_job,Low
63,68.0,1.68,2.7715855719613565,False,Martinbury,government_job,Low
48,72.5,1.87,30.155187947348416,False,Simmonsshire,government_job,Low
50,62.3,1.78,37.65949678377795,True,Erikbury,government_job,Medium
59,119.2,1.57,23.350815731048915,True,Reesestad,student,High
27,57.7,1.89,25.563792830211245,True,South Ricky,unemployed,Low
43,52.4,1.89,20.922550532552904,True,East Amanda,freelancer,Medium
48,100.4,1.59,14.893100601570769,False,North Zacharychester,retired,Medium
44,57.5,1.73,12.237809209207477,True,West Stephen,private_job,Medium
57,91.2,1.62,3.807556213582034,True,Johnsonside,unemployed,High
58,99.2,1.75,42.17786685708792,True,Sotomouth,freelancer,Low
34,61.8,1.65,1.1395007854907884,True,Dustinfurt,retired,Medium
51,115.7,1.74,21.800147631773683,True,Kennethfort,government_job,High
28,59.1,1.8,1.7532136997417265,False,Martinshire,retired,Low
39,102.2,1.67,19.44709412978498,True,Vegastad,business_owner,High
74,100.3,1.69,42.20589923705451,True,Rossville,freelancer,High
55,85.6,1.59,8.071456136866452,False,Wesleyborough,retired,Medium
36,89.1,1.54,14.497703650027834,True,Christensenberg,business_owner,High
32,95.5,1.86,48.868561776706215,True,Christopherland,unemployed,Low
52,118.1,1.69,21.28130225852807,True,New Shawn,government_job,Low
58,85.8,1.62,23.961121452149143,False,Lake Diane,government_job,Low
39,52.2,1.81,4.6511095245442,False,New Michaelmouth,unemployed,Low
63,66.4,1.61,21.765976210722865,True,East Christinafort,business_owner,Medium
44,100.5,1.86,46.1437501504936,True,Ortizchester,private_job,Low
45,66.3,1.86,38.86802627103452,True,Oliviaside,business_owner,High
73,66.2,1.56,44.16087284772863,False,Lake Jasmine,unemployed,High
54,111.6,1.53,1.45269943613499,False,Brownton,retired,High
30,105.2,1.61,2.1762741141755555,False,Port Rachel,retired,Medium
61,118.6,1.81,10.434300673193317,True,Schwartzberg,government_job,Medium
58,74.2,1.67,30.05320786291793,True,East Zacharymouth,unemployed,Low
28,96.9,1.87,5.32939151155232,False,Williamstad,retired,High
54,51.5,1.73,17.66856576708749,False,New Staceyton,retired,High
47,108.2,1.57,27.77823272209177,False,Port Ryan,government_job,Low
43,66.7,1.71,0.8227325207897628,False,Lawrenceborough,student,High
52,54.9,1.73,1.4484246109541703,False,East Michele,unemployed,Medium
20,75.9,1.83,22.993108741814844,False,New Stevenhaven,business_owner,Medium
68,96.9,1.71,44.69662211498447,True,Garciabury,freelancer,Medium
52,96.5,1.73,7.4908204291967,True,Jamesside,government_job,Low
47,119.7,1.64,21.328388665027127,False,Anthonyfurt,freelancer,High
57,65.3,1.75,8.267349705244406,False,Jasmineburgh,business_owner,High
32,114.2,1.81,8.90593356814085,True,North Bruce,freelancer,Low
31,92.7,1.72,18.80571861949557,False,Bushbury,unemployed,Low
75,112.9,1.77,3.8801506297315385,True,South Deanna,retired,High
61,85.2,1.74,28.85700951784324,True,East Douglasmouth,freelancer,Low
54,58.8,1.68,8.28907041067156,True,Port Crystal,retired,Low
33,66.5,1.73,18.978960432118377,False,South Ashley,government_job,Medium
62,65.9,1.58,5.175745013701403,True,North Teresa,retired,High
52,91.5,1.84,36.40836658808786,True,Jeffreyberg,business_owner,High
36,75.8,1.55,0.6965045120187632,True,Curtisville,retired,Medium
40,51.2,1.56,7.070174975634703,False,Thomasland,business_owner,High
70,66.1,1.89,21.29272241176873,True,Guerrabury,freelancer,High
70,53.1,1.71,0.5872812013598063,True,Hansenbury,freelancer,Medium
21,64.5,1.9,18.90222344001664,False,Patrickhaven,business_owner,Low
45,75.2,1.83,0.7662365734022932,True,Masonbury,retired,High
69,108.2,1.62,17.92089241930157,True,Lake Lucasmouth,retired,Medium
63,61.6,1.58,1.132819706630611,False,East Kelly,freelancer,High
63,104.7,1.9,4.988696943736198,True,South Charles,government_job,Low
62,90.3,1.78,3.0894122195808102,False,Hurstburgh,retired,High
32,117.7,1.8,17.293223836048124,False,South Richard,unemployed,Low
63,68.7,1.64,13.76872954435721,False,Port Alejandro,business_owner,Medium
35,60.3,1.83,6.423299190265901,False,North Robert,student,Medium
52,102.6,1.77,1.1241013551524386,False,Keithport,retired,Low
34,88.8,1.84,24.45246513999969,False,North Ryanchester,unemployed,High
59,101.6,1.68,16.085437517282386,True,Johnmouth,student,Low
22,92.2,1.74,1.8739965530703384,True,South Brenda,government_job,Medium
49,108.4,1.68,8.873159491330004,True,Nielsenmouth,student,Medium
33,51.9,1.77,7.847772242007944,False,Middletonfurt,student,Low
25,80.1,1.71,24.87650401877592,True,East Andrewmouth,unemployed,Medium
41,91.7,1.83,21.849015252491604,False,Deborahmouth,private_job,High
33,113.1,1.71,46.0257668773705,False,Gregoryburgh,business_owner,Low
52,79.5,1.89,25.040435954501863,False,Nicolemouth,private_job,Low
66,84.5,1.83,21.585877772604444,False,Gregoryfurt,retired,Low
55,70.2,1.81,2.025810739933537,True,Christopherchester,retired,High
39,107.3,1.72,49.61772551582147,False,South Steven,unemployed,Medium
53,99.3,1.57,4.660789028061594,False,Robinchester,retired,Medium
44,90.9,1.75,30.151200350699188,False,Johnborough,private_job,Medium
42,78.1,1.85,20.34717734877682,False,Port Anthonyside,business_owner,High
24,68.8,1.88,26.3752281778811,False,Whitakerborough,unemployed,Low
66,57.7,1.67,5.983824426053613,False,Port Janiceberg,business_owner,High
44,65.2,1.59,46.70212871506048,False,Port Amy,unemployed,Medium
34,70.7,1.61,29.43647254042424,True,New Patrick,government_job,High
33,74.6,1.79,0.5951237050802692,False,Port Julie,retired,Low
70,106.3,1.77,1.0113867396103529,True,Karenfort,retired,High
69,72.9,1.8,1.7827385829798024,False,North Taylorview,retired,Low
20,95.4,1.68,45.30366399715143,False,New William,unemployed,High
73,90.0,1.77,4.01122739691068,True,Allisonborough,retired,High
61,117.0,1.55,20.19463397023626,True,East Tyler,government_job,Medium
32,83.7,1.78,12.199817229082209,False,East Josephmouth,freelancer,High
62,61.5,1.63,2.0802177329310307,True,Yodertown,business_owner,Medium
42,98.6,1.9,27.22989939488079,False,South Brett,private_job,Medium
